Nama UMKM,Produk Utama,Total Aset (Juta),Penjualan Rata-rata Per Tahun (Juta),Jumlah Tenaga Kerja,Nama Badan Hukum,Kategori,Sistem Penjualan,Target Pasar,Proyeksi Pertumbuhan (%/tahun),Kebutuhan Biaya Kredit (Juta),Nilai Aset Jaminan Kredit,Jumlah Dokumen Kredit,Label
Abang Tailor,Bahan Dasar Kain,16,72,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,40,16,3,TIDAK LAYAK
Fc Atk & Komputer Cik Ey,Fc & Atk,77,72,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,42,77,4,TIDAK LAYAK
Nabila Laundry,Laundry,208,72,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,18,208,6,TIDAK LAYAK
Penjahit Mitra,Seragam Sekolah. Seragam Dinas . Jas. Dl,500,24,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,68,500,5,TIDAK LAYAK
Toko Fadil,Sembako Dan Kerajinan Karamik,100,96,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,40,100,6,TIDAK LAYAK
Toko Bima Aqua,Air Mineral,150,84,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,43,150,9,TIDAK LAYAK
Seluma Fotocopy,Jasa Pelayanan,300,180,3,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,85,300,9,TIDAK LAYAK
Pembuatan Perahu Haryanto,Perahu,400,100,1,Perorangan,Kegiatan Jasa Lainnya,Distributor,Memenuhi Order Dari Distributor/Eksportir/Trader 100 %,0,45,400,5,TIDAK LAYAK
Salon Masdalina,Jasa Potong Rambut. Rebonding. Smoting,9,51,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,45,9,5,TIDAK LAYAK
Jasa Montir Alat Elektronik,Montir,120,42,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,18,120,5,TIDAK LAYAK
Bengkel Hendri Moliansah,Jasa Bengkel,9,54,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,27,9,5,TIDAK LAYAK
Nyesa Xlaundry,Laundry,269,680,7,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,62,269,8,LAYAK
Fotocopy,Fotocopy,518,132,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,38,518,9,TIDAK LAYAK
Usaha Jahit,Pakaian Sepasang,10,400,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,10,4,TIDAK LAYAK
"Laundry ""Kilat""",Pakaian. Jeans. Dll,300,100,3,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,300,300,9,TIDAK LAYAK
Zaenal Konveski,Topi Boneka,5,48,3,Perorangan,Kegiatan Jasa Lainnya,Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,8,5,2,TIDAK LAYAK
Dr Bear.Co,Boneka,215,42,5,Perorangan,Kegiatan Jasa Lainnya,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 40 %,0,50,215,2,TIDAK LAYAK
Unique,Baju Bordir Tangan,560,24,2,Perorangan,Kegiatan Jasa Lainnya,Retail dan Distributor,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,8,560,2,TIDAK LAYAK
Hello Youli,Sepatu Wanita,1000,300,4,Perorangan,Kegiatan Jasa Lainnya,Retail dan Distributor,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,120,1000,2,LAYAK
Ranum's,Tas Macrame,610,40,10,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 50 %,0,45,610,2,TIDAK LAYAK
Kembang Kamonesan,Souvenir,150,48,10,Perorangan,Kegiatan Jasa Lainnya,Retail dan Distributor,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 50 %,0,8,150,2,TIDAK LAYAK
Tiara Variasai,Kaca Film,15,96,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 20 %,0,14,15,6,TIDAK LAYAK
Ell Brush,Lukisan Kaos,2,4,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,18,2,5,TIDAK LAYAK
Alifa Printing,Undangan,360,36,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,19,360,6,TIDAK LAYAK
Pencucian Motor Mobil Simpang Tanjung,Pencucian Motor Mobil,192,180,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,49,192,4,TIDAK LAYAK
Oi Sablon,Percetakan Dan Sablon,38,24,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 10 %,0,45,38,7,TIDAK LAYAK
Penitipan Motor P. Samino,Penitipan Motor,10,180,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,5,10,6,TIDAK LAYAK
Penjahit Abadi Psr,Pakaian,320,810,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,8,320,2,LAYAK
Bengkel Sepeda Jaya Pratama,Servis Sepeda,13,180,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,90,13,3,TIDAK LAYAK
Salon Wella,Salon,500,30,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,27,500,5,TIDAK LAYAK
Animotaku Store,Baju Sablon,15,60,5,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 50 %,0,40,15,3,TIDAK LAYAK
Salon Elita,Salon,15,180,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,48,15,5,TIDAK LAYAK
Ada Laundry,Laundry,175,108,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,20,175,6,TIDAK LAYAK
Aya Laundry,Laundry,13,96,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,19,13,5,TIDAK LAYAK
Almas,Salon,200,24,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,14,200,5,TIDAK LAYAK
Mandiri Tailor,Baju Seragam,95,54,3,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,40,95,8,TIDAK LAYAK
Incana Tailor,Baju Dan Rok,450,20,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,9,450,5,TIDAK LAYAK
Laundry Keke,Laundry Baju /Pakaian,15,48,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,12,15,7,TIDAK LAYAK
Antik Salon,Salon,15,40,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,9,15,5,TIDAK LAYAK
Salsabila Car Wash,Cuci Mobil,315,120,5,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,80,315,7,TIDAK LAYAK
Mesar Las,Las,12,55,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,18,12,5,TIDAK LAYAK
Sumira Penjahit,Jahit Baju,0,10,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,9,0,4,TIDAK LAYAK
Imsyanti Tailor,Baju,10,13,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,9,10,5,TIDAK LAYAK
Nadia Tailor,Baju,100,86,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,4,100,6,TIDAK LAYAK
Laundry Sadinov,Laundry Pakaian,115,108,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,16,115,6,TIDAK LAYAK
Kuning Violet,Warnet,16,36,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,32,16,5,TIDAK LAYAK
Hasnawati Jahit,Baju / Pakaian,0,31,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,9,0,4,TIDAK LAYAK
Sablon Pauzi,Sablon,10,18,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,6,10,5,TIDAK LAYAK
Pangkas Rambut Sangkuriang,Pangkas Rambut,20,36,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,16,20,5,TIDAK LAYAK
Service Alat Elektronik Dan Alat Kompute,Servis,100,42,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,48,100,6,TIDAK LAYAK
Jhon Pres Motor,Jasa Pres Motor,300,75,3,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,40,300,6,TIDAK LAYAK
Edhi Reklame,Reklame,90,78,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,80,90,6,TIDAK LAYAK
Heri Tailor,Jahit,50,72,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,40,50,6,TIDAK LAYAK
Bengkel Doni,Spiker Motor,80,60,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,80,80,6,TIDAK LAYAK
Asep Jok,Service Jok,9,60,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,16,9,5,TIDAK LAYAK
Alek Service,Alat Elektronik Dan Service,800,360,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,120,800,6,LAYAK
Cikal,Foto Copy Dan Atk,100,180,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,180,100,6,TIDAK LAYAK
Penjahit Sis,Jahit Pakaian. Baju & Celana,80,96,3,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,45,80,6,TIDAK LAYAK
Foto Copy Sumber Rezeki,Jasa Foto Copy Dan Atk,80,40,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,18,80,4,TIDAK LAYAK
Jok Endang,Jok Dan Ban Seken,125,72,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,40,125,5,TIDAK LAYAK
Duta Floris Curup,Papan Bunga,1200,180,3,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,20,1200,5,TIDAK LAYAK
Percetakan Silaturahmi,Percetakan,200,72,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 30 %,0,16,200,5,TIDAK LAYAK
Koperasi Warga Peltim,Umkm Bangka Barat,400,360,21,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 70 %,0,200,400,7,LAYAK
Toko Asm,Jasa Dan Layanan Komunikasi,1564,432,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,85,1564,9,LAYAK
Bengkel Adi S,Service Dan Sparepart,155,336,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,19,155,8,LAYAK
Panorama Photo Photo Copy,Photo Copy. Laminating. Atk. Cetak Foto,156,461,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,105,156,8,LAYAK
Ria Photo Copy,Photo Copy Dan Atk,188,255,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,36,188,8,TIDAK LAYAK
Konveksi,Pakaian Jadi,336,1296,5,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,240,336,8,LAYAK
Tailor Afrizal,Pakaian Jadi,58,240,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 95 %,0,19,58,5,TIDAK LAYAK
Star Printing,Photocopy. Cetak Foto Dan Lainnya,232,342,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,40,232,7,LAYAK
Tirto Photocopy Dan Atk,Photocopy Dan Atk,155,357,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,45,155,7,LAYAK
Nabila Glass,Kaca Pantri Meubel Aluminium,510,864,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,72,510,7,LAYAK
Anambas Kaca Lestari,Kaca Patri Alumunium,310,612,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 60 %,0,80,310,8,LAYAK
Nusantara Foto,Foto Video Shooting. Photocopy Atk,265,1530,3,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,170,265,7,LAYAK
Penggilingan Padi Ngatijan,Jasa Penggilingan Padi,450,108,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,25,450,7,TIDAK LAYAK
Win Salon,Jasa Salon,480,108,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,100,480,6,TIDAK LAYAK
Penjahit Pardi,Baju. Celana,605,108,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,605,7,TIDAK LAYAK
Usaha Penggilingan Ustad,Jasa Penggilingan,420,108,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,25,420,7,TIDAK LAYAK
Palumpun (Salon Mobil),Jasa Poolish Mobil,30,150,4,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan) 40 %,0,51,30,5,TIDAK LAYAK
Penjahit Irna,Jasa Jahit Pakaian / Baju,10,35,3,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,19,10,6,TIDAK LAYAK
Bengkel Irsal,Service,188,48,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,36,188,5,TIDAK LAYAK
Konveksi Nurliati,Pakaian,128,48,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,14,128,5,TIDAK LAYAK
Bengkel Faiz,Service,327,78,3,Perorangan,Kegiatan Jasa Lainnya,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,45,327,6,TIDAK LAYAK
Lagaligo,Plakat Ukuran Papan Nama,318,64,4,Perorangan,Kegiatan Jasa Lainnya,Retail dan Distributor,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 10 %,0,35,318,10,TIDAK LAYAK
Penjahit Tri Susanti,Jasa Jahit Pakaian,820,120,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,36,820,7,TIDAK LAYAK
Laundry Klinik,Jasa Laundry,1512,504,3,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,90,1512,9,LAYAK
CV Exclusive Tailor,Jasa Jahit,312,180,2,CV,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 20 %,0,27,312,8,TIDAK LAYAK
Makmur Jaya,Gordyn,200,180,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 60 %,0,45,200,7,TIDAK LAYAK
CV Style Tailor,Jasa Jahit,425,360,5,CV,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 70 %,0,45,425,12,LAYAK
New Alaba Taylor,Jasa Jahit,340,360,3,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,90,340,7,LAYAK
Penjahit Kurnia,Baju Seragam,106,72,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,9,106,7,TIDAK LAYAK
Penjahit Berkat,Pakaian Jadi,160,180,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,27,160,6,TIDAK LAYAK
CV Sinar Putra Mandiri,Tiket Pesawat,655,1650,10,CV,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 95 %,0,210,655,13,LAYAK
Zaza Mutiara,Sablon Dan Cetak,280,108,3,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,150,280,11,TIDAK LAYAK
Toko Plastik,Plastik,15,15,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,10,15,4,TIDAK LAYAK
Rina Copier,Jasa Perlengkapan Atk,211,96,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,50,211,7,TIDAK LAYAK
Abbzan Cell,Pulsa,262,25,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Memenuhi Order Dari Distributor/Eksportir/Trader 100 %,0,25,262,5,TIDAK LAYAK
Toko Baju Rizki,Baju,95,85,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,50,95,5,TIDAK LAYAK
Jual Beli Sapi,Sapi,200,520,2,Perorangan,Kegiatan Jasa Lainnya,Distributor,Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan) 70 %,0,100,200,5,LAYAK
Sekar Tailor,Menjahit,18,58,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,25,18,4,TIDAK LAYAK
Toko Intan,Warnet,167,28,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,30,167,5,TIDAK LAYAK
Salon Lestari,Potong Rambut,100,36,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,35,100,4,TIDAK LAYAK
Joni Tailor,Pakaian,155,216,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,18,155,8,TIDAK LAYAK
K. Sablon,Sablon,340,480,6,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,99,340,7,LAYAK
Sari Buah,Buah,75,369,3,Perorangan,Kegiatan Jasa Lainnya,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 80 %,0,100,75,6,LAYAK
Ternak Ayam Kampung Siah,Ayam Kampung,1250,50,2,Perorangan,Kegiatan Jasa Lainnya,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 40 %,0,50,1250,6,TIDAK LAYAK
Toko S . T,Pakan Ternak,340,131,2,Perorangan,Kegiatan Jasa Lainnya,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 70 %,0,80,340,7,TIDAK LAYAK
Aries Salon,Rias Dan Dekor Pengantin,600,495,8,Perorangan,Kegiatan Jasa Lainnya,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,50,600,5,LAYAK
Beat Hoven,Latihan Piano,1150,240,4,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 80 %,0,50,1150,7,TIDAK LAYAK
Percetakan Istana Offset,Jasa Percetakan 0Ffset,15,40,3,Perorangan,Kegiatan Jasa Lainnya,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,35,15,3,TIDAK LAYAK
Pemotongan Dan Penjualan Ayam,Ayam,662,1080,8,Perorangan,Kegiatan Jasa Lainnya,Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 30 %,0,500,662,7,LAYAK
CV Mitra Maju Bersama,Kontruksi Dan Suplier,40,720,2,CV,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 20 %,0,100,40,10,TIDAK LAYAK
Toko Fotocopy Isman,Atk & Fotocopy,40,29,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,40,6,TIDAK LAYAK
Romi Print,Jasa Print,50,18,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,25,50,5,TIDAK LAYAK
Wiwid Cell,Pulsa,5,3,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,15,5,5,TIDAK LAYAK
Joni Tailor,Pakaian,155,216,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,18,155,8,TIDAK LAYAK
Jon Playstation,Rental Playstation,100,36,4,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,8,100,5,TIDAK LAYAK
Mudaria Taylor,Penjahit Baju,70,65,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 30 %,0,20,70,6,TIDAK LAYAK
Pangkas Rambut Arif,Jasa Pangkas Rambut,100,20,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,17,100,6,TIDAK LAYAK
Darmawan Salon,Jasa Potong Rambut Dan Rias Pengantin,150,40,3,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,40,150,5,TIDAK LAYAK
Depot Isi Ulang Air Minum Rr,Isi Ulang Air Galon,100,72,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,80,100,6,TIDAK LAYAK
Mitra Laundry,Laundry,850,360,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %,0,54,850,7,LAYAK
Adi Brother Pangkas Rambut,Jasa Pangkas Rambut,720,120,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,45,720,8,TIDAK LAYAK
P2k,Taplak Meja. Aksesoris. Sepatu,303,300,10,Perorangan,Kegiatan Jasa Lainnya,Retail dan Distributor,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 60 %,0,19,303,7,LAYAK
Rejaya Fotocopy,Foto Copy,187,540,2,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,36,187,7,LAYAK
Fian Kelapa,Parut Kelapa Dan Santan,184,294,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,23,184,7,TIDAK LAYAK
Enim Game Stone,Batu Akik. Permata Baru. Kaca Mata. Ropi,110,432,1,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,45,110,7,LAYAK
Arohmania Florist,Hiasan Bunga,510,360,4,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 20 %,0,24,510,7,LAYAK
Toko Bunga Kalibata Kreasi,Rangkain Bunga Lili. Mawar. Anggrek,500,420,4,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 50 %,0,29,500,7,LAYAK
Favorite Florist,Krngn Bnga Mwar. Mlati.Tulip.Lili. Anggk,207,264,5,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,24,207,7,TIDAK LAYAK
Queen Florist,Rangkaian Mawar. Melati. Sili. Anggrek,850,360,6,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 50 %,0,29,850,8,LAYAK
Al-Hidayah,-,100,455,3,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,100,5,LAYAK
The Gift Beckled,Jasa,65,250,3,Perorangan,Kegiatan Jasa Lainnya,Retail,Tidak ada 0 %,0,75,65,5,TIDAK LAYAK
Bekled Hasil Mandiri,-,50,50,4,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,50,50,4,TIDAK LAYAK
Pencucian Motor Radit,Jasa,20,31,5,Perorangan,Kegiatan Jasa Lainnya,Retail,Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %,0,30,20,4,TIDAK LAYAK
